index,Account_No,DATE,TRANSACTION_DETAILS,WITHDRAWAL_AMT,DEPOSIT_AMT,BALANCE_AMT,year,month,day,type,AMOUNT,receiver_Account
19471,1196428',2018-04-21,FDRL/INTERNAL FUND TRANSFE,2000000.0,0.0,,2018,4,21,CASH_OUT,2000000.0,C1022680775
19472,1196428',2018-04-21,TRF FROM  Indiaforensic SERVICES,0.0,500000.0,,2018,4,21,CHECK_CASHING,500000.0,C1966562224
19473,1196428',2018-04-21,TRF FROM  Indiaforensic SERVICES,0.0,4000000.0,,2018,4,21,CHECK_CASHING,4000000.0,C1298316171
19474,1196428',2018-04-21,FDRL/INTERNAL FUND TRANSFE,6000000.0,0.0,,2018,4,21,CASH_OUT,6000000.0,C1150610696
19475,1196428',2018-04-21,BEAT CSH PKP DEL GURG 630,0.0,175500.0,,2018,4,21,CHECK_CASHING,175500.0,C378218735
19476,1196428',2018-04-21,CHQ DEPOSIT RETURN/38723/,100.0,0.0,,2018,4,21,CHECK_WITHDRAWAL,100.0,C444920847
19477,1196428',2018-04-21,CHQ DEPOSIT RETURN/38723/,18.0,0.0,,2018,4,21,PAYEMENT,18.0,C904383922
19478,1196428',2018-04-21,CHQ DEPOSIT RETURN/555205,100.0,0.0,,2018,4,21,PAYEMENT,100.0,C1615443145
19479,1196428',2018-04-21,CHQ DEPOSIT RETURN/555205,18.0,0.0,,2018,4,21,PAYEMENT,18.0,C1200417755
19480,1196428',2018-04-21,CHQ DEPOSIT RETURN/806952,100.0,0.0,,2018,4,21,CHECK_WITHDRAWAL,100.0,C1219248641
19481,1196428',2018-04-21,CHQ DEPOSIT RETURN/806952,18.0,0.0,,2018,4,21,PAYEMENT,18.0,C974088986
19482,1196428',2018-04-21,CHQ DEPOSIT RETURN/255197,100.0,0.0,,2018,4,21,CHECK_WITHDRAWAL,100.0,C646059443
19483,1196428',2018-04-21,CHQ DEPOSIT RETURN/255197,18.0,0.0,,2018,4,21,CASH_OUT,18.0,C54142591
19484,1196428',2018-04-21,CHQ DEPOSIT RETURN/789122,100.0,0.0,,2018,4,21,DEBIT,100.0,C1167066016
19485,1196428',2018-04-21,CHQ DEPOSIT RETURN/789122,18.0,0.0,,2018,4,21,CASH_OUT,18.0,C1327907419
19486,1196428',2018-04-21,CHQ DEPOSIT RETURN/354252,100.0,0.0,,2018,4,21,PAYEMENT,100.0,C1778801068
19487,1196428',2018-04-21,CHQ DEPOSIT RETURN/354252,18.0,0.0,,2018,4,21,CHECK_WITHDRAWAL,18.0,C1318491599
19488,1196428',2018-04-21,CHQ DEPOSIT RETURN/247043,100.0,0.0,,2018,4,21,CASH_OUT,100.0,C1134776066
19489,1196428',2018-04-21,CHQ DEPOSIT RETURN/247043,18.0,0.0,,2018,4,21,PAYEMENT,18.0,C728526866
19490,1196428',2018-04-23,RTGS/UTIBH18113644730/PER,0.0,700000.0,,2018,4,23,CASH_IN,700000.0,C348708793
19491,1196428',2018-04-23,FDRL/NATIONAL ELECTRONIC F,376528.0,0.0,,2018,4,23,DEBIT,376528.0,C312537393
19492,1196428',2018-04-23,FDRL/NATIONAL ELECTRONIC F,154735.0,0.0,,2018,4,23,DEBIT,154735.0,C1590550415
19493,1196428',2018-04-23,RTGS/HDFCH18113088545/PAY,0.0,1760000.0,,2018,4,23,CASH_IN,1760000.0,C281632155
19494,1196428',2018-04-23,RTGS/HDFCH18113088507/PAY,0.0,3120000.0,,2018,4,23,CHECK_CASHING,3120000.0,C1337741679
19495,1196428',2018-04-23,NEFT/20508888691DC/ARTHAS,0.0,200000.0,,2018,4,23,CHECK_CASHING,200000.0,C635281078
19496,1196428',2018-04-23,FDRL/REAL TIME GROSS SETTL,2000000.0,0.0,,2018,4,23,PAYEMENT,2000000.0,C1424731356
19497,1196428',2018-04-23,FDRL/REAL TIME GROSS SETTL,2000000.0,0.0,,2018,4,23,PAYEMENT,2000000.0,C2040656033
19498,1196428',2018-04-23,NEFT/IOBAN18113509399/NAR,0.0,3750.0,,2018,4,23,TRANSFER,3750.0,C218193338
19499,1196428',2018-04-23,IMPS 811312447733 FROM SA,0.0,100000.0,,2018,4,23,CASH_IN,100000.0,C1036454560
19500,1196428',2018-04-23,NEFT/IOBAN18113525864/NAR,0.0,3750.0,,2018,4,23,CASH_IN,3750.0,C1317731757
19501,1196428',2018-04-23,NEFT/FDRLH18113636728/SRE,0.0,50000.0,,2018,4,23,CASH_IN,50000.0,C1671179293
19502,1196428',2018-04-23,TRF FROM  Indiaforensic SERVICES,0.0,15000000.0,,2018,4,23,CHECK_CASHING,15000000.0,C2127862399
19503,1196428',2018-04-23,TRF FROM  Indiaforensic SERVICES,0.0,15000000.0,,2018,4,23,CASH_IN,15000000.0,C657255537
19504,1196428',2018-04-23,FDRL/REAL TIME GROSS SETTL,15000000.0,0.0,,2018,4,23,PAYEMENT,15000000.0,C1334679764
19505,1196428',2018-04-23,TRF FROM  Indiaforensic SERVICES,0.0,10000000.0,,2018,4,23,CHECK_CASHING,10000000.0,C1039960084
19506,1196428',2018-04-23,TRF FROM  Indiaforensic SERVICES,0.0,3000000.0,,2018,4,23,CHECK_CASHING,3000000.0,C928023753
19507,1196428',2018-04-23,FDRL/REAL TIME GROSS SETTL,15000000.0,0.0,,2018,4,23,DEBIT,15000000.0,C1734649556
19508,1196428',2018-04-23,FDRL/REAL TIME GROSS SETTL,10000000.0,0.0,,2018,4,23,CASH_OUT,10000000.0,C1189861498
19509,1196428',2018-04-23,NEFT/N113180524953310/THA,0.0,11800.0,,2018,4,23,CASH_IN,11800.0,C232834050
19510,1196428',2018-04-23,NEFT/N113180525045439/PAY,0.0,435903.12,,2018,4,23,CHECK_CASHING,435903.12,C1509170127
19511,1196428',2018-04-23,NEFT/N113180525056333/PAY,0.0,4710383.29,,2018,4,23,CASH_IN,4710383.29,C749013731
19512,1196428',2018-04-23,NEFT/SBIN518113325612/SHI,0.0,11800.0,,2018,4,23,CASH_IN,11800.0,C1039162432
19513,1196428',2018-04-23,NEFT/N113180525173108/ASH,0.0,100799.0,,2018,4,23,TRANSFER,100799.0,C1337741679
19514,1196428',2018-04-23,TRF FROM  Indiaforensic SERVICES,0.0,10000000.0,,2018,4,23,CASH_IN,10000000.0,C1022680775
19515,1196428',2018-04-23,TRF FROM  Indiaforensic SERVICES,0.0,1000000.0,,2018,4,23,CASH_IN,1000000.0,C1219273867
19516,1196428',2018-04-23,FDRL/INTERNAL FUND TRANSFE,2000000.0,0.0,,2018,4,23,CHECK_WITHDRAWAL,2000000.0,C2040656033
19517,1196428',2018-04-23,FDRL/INTERNAL FUND TRANSFE,7000000.0,0.0,,2018,4,23,CHECK_WITHDRAWAL,7000000.0,C932583850
19518,1196428',2018-04-23,FDRL/INTERNAL FUND TRANSFE,8000000.0,0.0,,2018,4,23,DEBIT,8000000.0,C181168745
19519,1196428',2018-04-23,FDRL/INTERNAL FUND TRANSFE,1000000.0,0.0,,2018,4,23,DEBIT,1000000.0,C1339678445
19520,1196428',2018-04-23,BEAT CSH PKP DEL GURG 643,0.0,246500.0,,2018,4,23,TRANSFER,246500.0,M1853791403
19521,1196428',2018-04-24,FDRL/REAL TIME GROSS SETTL,2000000.0,0.0,,2018,4,24,PAYEMENT,2000000.0,M1783982816
19522,1196428',2018-04-24,FDRL/NATIONAL ELECTRONIC F,644426.0,0.0,,2018,4,24,CHECK_WITHDRAWAL,644426.0,M2097609292
19523,1196428',2018-04-24,NEFT/IT36701804242491/FIX,0.0,150000.0,,2018,4,24,TRANSFER,150000.0,M1225249765
19524,1196428',2018-04-24,RTGS/HDFCH18114289438/PAY,0.0,2280000.0,,2018,4,24,CASH_IN,2280000.0,C2072201071
19525,1196428',2018-04-24,RTGS/HDFCH18114293007/PAY,0.0,1760000.0,,2018,4,24,CASH_IN,1760000.0,M1957752919
19526,1196428',2018-04-24,FDRL/INTERNAL FUND TRANSFE,1000000.0,0.0,,2018,4,24,CHECK_WITHDRAWAL,1000000.0,C1292435170
19527,1196428',2018-04-24,FDRL/REAL TIME GROSS SETTL,1000000.0,0.0,,2018,4,24,CHECK_WITHDRAWAL,1000000.0,C761069599
19528,1196428',2018-04-24,FDRL/REAL TIME GROSS SETTL,1000000.0,0.0,,2018,4,24,DEBIT,1000000.0,M1214112061
19529,1196428',2018-04-24,FDRL/REAL TIME GROSS SETTL,1000000.0,0.0,,2018,4,24,PAYEMENT,1000000.0,C1782113663
19530,1196428',2018-04-24,NEFT/PUNBH18114850364/PUN,0.0,150000.0,,2018,4,24,CHECK_CASHING,150000.0,M488360507
19531,1196428',2018-04-24,NEFT/AXISP18114033642/NEE,0.0,11800.0,,2018,4,24,CHECK_CASHING,11800.0,C1842297286
19532,1196428',2018-04-24,TRF FROM  Indiaforensic SERVICES,0.0,15000000.0,,2018,4,24,TRANSFER,15000000.0,C1486249495
19533,1196428',2018-04-24,TRF FROM  Indiaforensic SERVICES,0.0,15000000.0,,2018,4,24,CASH_IN,15000000.0,C1975607158
19534,1196428',2018-04-24,TRF FROM  Indiaforensic SERVICES,0.0,1000000.0,,2018,4,24,CASH_IN,1000000.0,M979622014
19535,1196428',2018-04-24,TRF FROM  Indiaforensic SERVICES,0.0,500000.0,,2018,4,24,TRANSFER,500000.0,M1228053737
19536,1196428',2018-04-24,NEFT/N114180525630588/TEC,0.0,200000.0,,2018,4,24,CHECK_CASHING,200000.0,M778573937
19537,1196428',2018-04-24,NEFT/BARBU18114625461/MAK,0.0,50650.0,,2018,4,24,CASH_IN,50650.0,M618677016
19538,1196428',2018-04-24,RTGS/UTIBH18114656421/PER,0.0,500000.0,,2018,4,24,CASH_IN,500000.0,M615306131
19539,1196428',2018-04-24,FDRL/REAL TIME GROSS SETTL,15000000.0,0.0,,2018,4,24,CHECK_WITHDRAWAL,15000000.0,M961127018
19540,1196428',2018-04-24,FDRL/REAL TIME GROSS SETTL,15000000.0,0.0,,2018,4,24,DEBIT,15000000.0,C2036368507
19541,1196428',2018-04-24,NEFT/N114180525734684/ASH,0.0,90988.0,,2018,4,24,CHECK_CASHING,90988.0,M1597516322
19542,1196428',2018-04-24,FDRL/INTERNAL FUND TRANSFE,300000.0,0.0,,2018,4,24,CHECK_WITHDRAWAL,300000.0,M1963435950
19543,1196428',2018-04-24,FDRL/INTERNAL FUND TRANSFE,200000.0,0.0,,2018,4,24,CHECK_WITHDRAWAL,200000.0,M1688226308
19544,1196428',2018-04-24,FDRL/INTERNAL FUND TRANSFE,200000.0,0.0,,2018,4,24,DEBIT,200000.0,M856791465
19545,1196428',2018-04-24,Indiaforensic SERVICES INDIA PVT,0.0,299733.0,,2018,4,24,TRANSFER,299733.0,M387995891
19546,1196428',2018-04-24,TRF FROM  Indiaforensic SERVICES,0.0,1500000.0,,2018,4,24,CHECK_CASHING,1500000.0,M1209924775
19547,1196428',2018-04-24,Indiaforensic SERVICES INDIA PVT,0.0,1090598.0,,2018,4,24,TRANSFER,1090598.0,M452691017
19548,1196428',2018-04-24,NEFT/N114180525780462/PAY,0.0,568067.92,,2018,4,24,CASH_IN,568067.92,M1034146037
19549,1196428',2018-04-24,NEFT/N114180525780215/PAY,0.0,3452549.42,,2018,4,24,CHECK_CASHING,3452549.42,C1941371857
19550,1196428',2018-04-24,IMPS 811417148744 FROM SA,0.0,200000.0,,2018,4,24,TRANSFER,200000.0,M1142724632
19551,1196428',2018-04-24,BEAT CSH PKP DEL GURG 643,0.0,172000.0,,2018,4,24,CHECK_CASHING,172000.0,C527175306
19552,1196428',2018-04-24,TRF FROM  Indiaforensic SERVICES,0.0,4000000.0,,2018,4,24,TRANSFER,4000000.0,M1508497914
19553,1196428',2018-04-24,FDRL/INTERNAL FUND TRANSFE,10000000.0,0.0,,2018,4,24,PAYEMENT,10000000.0,M1079463647
19554,1196428',2018-04-24,FDRL/INTERNAL FUND TRANSFE,4000000.0,0.0,,2018,4,24,CASH_OUT,4000000.0,M1793912921
19555,1196428',2018-04-24,TRF FROM  Indiaforensic SERVICES,0.0,3000000.0,,2018,4,24,TRANSFER,3000000.0,M1128604343
19556,1196428',2018-04-24,FDRL/INTERNAL FUND TRANSFE,2000000.0,0.0,,2018,4,24,CASH_OUT,2000000.0,C313124964
19557,1196428',2018-04-25,RTGS/HDFCH18115446723/PAY,0.0,1280000.0,,2018,4,25,CHECK_CASHING,1280000.0,M288209772
19558,1196428',2018-04-25,RTGS/HDFCH18115450010/PAY,0.0,2000000.0,,2018,4,25,CHECK_CASHING,2000000.0,M1927910415
19559,1196428',2018-04-25,FDRL/INTERNAL FUND TRANSFE,2000000.0,0.0,,2018,4,25,CHECK_WITHDRAWAL,2000000.0,C2071512077
19560,1196428',2018-04-25,FDRL/NATIONAL ELECTRONIC F,827277.0,0.0,,2018,4,25,DEBIT,827277.0,M1346814966
19561,1196428',2018-04-25,FDRL/INTERNAL FUND TRANSFE,1000000.0,0.0,,2018,4,25,CASH_OUT,1000000.0,M61575226
19562,1196428',2018-04-25,CHQ DEP/245823/OWDEL1/SBI,0.0,11800.0,,2018,4,25,CHECK_CASHING,11800.0,C866356999
19563,1196428',2018-04-25,CHQ DEP/245337/OWDEL1/UBI,0.0,11800.0,,2018,4,25,CHECK_CASHING,11800.0,M1075577306
19564,1196428',2018-04-25,CHQ DEP/3342/OWDEL1/PUNB/,0.0,11800.0,,2018,4,25,TRANSFER,11800.0,M1662164405
19565,1196428',2018-04-25,CHQ DEP/32197/OWDEL1/ICIC,0.0,11800.0,,2018,4,25,CHECK_CASHING,11800.0,M552377681
19566,1196428',2018-04-25,CHQ DEP/684048/OWDEL1/PUN,0.0,11800.0,,2018,4,25,CASH_IN,11800.0,M63197837
19567,1196428',2018-04-25,CHQ DEP/716061/OWDEL1/ICI,0.0,11800.0,,2018,4,25,TRANSFER,11800.0,M903390485
19568,1196428',2018-04-25,CHQ DEP/990706/OWDEL1/PUN,0.0,11800.0,,2018,4,25,CHECK_CASHING,11800.0,M71402253
19569,1196428',2018-04-25,CHQ DEP/195043/OWDEL1/PUN,0.0,11800.0,,2018,4,25,CASH_IN,11800.0,M1346116432
19570,1196428',2018-04-25,CHQ DEP/693/OWDEL1/HDFC/B,0.0,11800.0,,2018,4,25,CHECK_CASHING,11800.0,M2048354408
19571,1196428',2018-04-25,TRF FROM  Indiaforensic SERVICES,0.0,15000000.0,,2018,4,25,TRANSFER,15000000.0,M220772619
19572,1196428',2018-04-25,TRF FROM  Indiaforensic SERVICES,0.0,13800000.0,,2018,4,25,CHECK_CASHING,13800000.0,M135907837
19573,1196428',2018-04-25,FDRL/REAL TIME GROSS SETTL,15000000.0,0.0,,2018,4,25,CASH_OUT,15000000.0,M186617766
19574,1196428',2018-04-25,FDRL/REAL TIME GROSS SETTL,2000000.0,0.0,,2018,4,25,DEBIT,2000000.0,M1632324002
19575,1196428',2018-04-25,FDRL/REAL TIME GROSS SETTL,2000000.0,0.0,,2018,4,25,PAYEMENT,2000000.0,M1764219688
19576,1196428',2018-04-25,FDRL/REAL TIME GROSS SETTL,2000000.0,0.0,,2018,4,25,CASH_OUT,2000000.0,M753600010
19577,1196428',2018-04-25,FDRL/REAL TIME GROSS SETTL,2000000.0,0.0,,2018,4,25,CHECK_WITHDRAWAL,2000000.0,M1968263729
19578,1196428',2018-04-25,FDRL/REAL TIME GROSS SETTL,2000000.0,0.0,,2018,4,25,CASH_OUT,2000000.0,M617956928
19579,1196428',2018-04-25,FDRL/REAL TIME GROSS SETTL,2000000.0,0.0,,2018,4,25,DEBIT,2000000.0,M946863453
19580,1196428',2018-04-25,FDRL/REAL TIME GROSS SETTL,2000000.0,0.0,,2018,4,25,DEBIT,2000000.0,M812836831
19581,1196428',2018-04-25,CHQ DEPOSIT RETURN/716061,11800.0,0.0,,2018,4,25,CHECK_WITHDRAWAL,11800.0,M937052761
19582,1196428',2018-04-25,NEFT/N115180526506199/PAY,0.0,415075.6,,2018,4,25,CHECK_CASHING,415075.6,M1950779148
19583,1196428',2018-04-25,NEFT/N115180526502275/PAY,0.0,3074117.69,,2018,4,25,TRANSFER,3074117.69,M665184080
19584,1196428',2018-04-25,TRF FROM  Indiaforensic SERVICES,0.0,5800000.0,,2018,4,25,CASH_IN,5800000.0,M1518221240
19585,1196428',2018-04-25,NEFT/PUNBH18115147161/PUN,0.0,100000.0,,2018,4,25,CHECK_CASHING,100000.0,M1460329476
19586,1196428',2018-04-25,IMPS 811518106182 FROM SA,0.0,200.0,,2018,4,25,CASH_IN,200.0,M1674917459
19587,1196428',2018-04-25,FDRL/INTERNAL FUND TRANSFE,0.0,2000000.0,,2018,4,25,CASH_IN,2000000.0,C678651991
19588,1196428',2018-04-25,FDRL/INTERNAL FUND TRANSFE,0.0,2000000.0,,2018,4,25,TRANSFER,2000000.0,M1957582539
19589,1196428',2018-04-25,FDRL/INTERNAL FUND TRANSFE,6000000.0,0.0,,2018,4,25,PAYEMENT,6000000.0,C1219248641
19590,1196428',2018-04-25,FDRL/INTERNAL FUND TRANSFE,7000000.0,0.0,,2018,4,25,CASH_OUT,7000000.0,M1733512939
19591,1196428',2018-04-25,BEAT CSH PKP DEL GURG 643,0.0,122000.0,,2018,4,25,CASH_IN,122000.0,M1130454983
19592,1196428',2018-04-26,RTGS/UTIBH18116665996/PER,0.0,700000.0,,2018,4,26,TRANSFER,700000.0,C2070157789
19593,1196428',2018-04-26,RTGS/SBINH18116005320/Indfor,0.0,1300000.0,,2018,4,26,TRANSFER,1300000.0,C115457323
19594,1196428',2018-04-26,RTGS/HDFCH18116612677/PAY,0.0,2160000.0,,2018,4,26,TRANSFER,2160000.0,C1334669858
19595,1196428',2018-04-26,RTGS/HDFCH18116615298/PAY,0.0,960000.0,,2018,4,26,CHECK_CASHING,960000.0,M757390373
19596,1196428',2018-04-26,FDRL/NATIONAL ELECTRONIC F,1070024.0,0.0,,2018,4,26,DEBIT,1070024.0,C2032924554
19597,1196428',2018-04-26,CHQ DEP/89484/OWDEL1/SBIN,0.0,2500.0,,2018,4,26,TRANSFER,2500.0,C1313534832
19598,1196428',2018-04-26,CHQ DEP/895208/OWDEL1/SBI,0.0,2500.0,,2018,4,26,CASH_IN,2500.0,C1435804085
19599,1196428',2018-04-26,CHQ DEP/89486/OWDEL1/SBIN,0.0,2500.0,,2018,4,26,CASH_IN,2500.0,C441599944
19600,1196428',2018-04-26,CHQ DEP/89485/OWDEL1/SBIN,0.0,2500.0,,2018,4,26,CHECK_CASHING,2500.0,C1254526270
19601,1196428',2018-04-26,CHQ DEP/89483/OWDEL1/SBIN,0.0,2500.0,,2018,4,26,CHECK_CASHING,2500.0,C486750945
19602,1196428',2018-04-26,CHQ DEP/89481/OWDEL1/SBIN,0.0,2500.0,,2018,4,26,CASH_IN,2500.0,C807247901
19603,1196428',2018-04-26,CHQ DEP/89490/OWDEL1/SBIN,0.0,2500.0,,2018,4,26,CASH_IN,2500.0,C991363637
19604,1196428',2018-04-26,CHQ DEP/89493/OWDEL1/SBIN,0.0,2500.0,,2018,4,26,CHECK_CASHING,2500.0,C1040847151
19605,1196428',2018-04-26,CHQ DEP/89492/OWDEL1/SBIN,0.0,2500.0,,2018,4,26,TRANSFER,2500.0,C121523915
19606,1196428',2018-04-26,CHQ DEP/355814/OWDEL1/SBI,0.0,2500.0,,2018,4,26,CASH_IN,2500.0,C1727565779
19607,1196428',2018-04-26,CHQ DEP/355813/OWDEL1/SBI,0.0,2500.0,,2018,4,26,CHECK_CASHING,2500.0,C965197768
19608,1196428',2018-04-26,CHQ DEP/898317/OWDEL1/SBI,0.0,2500.0,,2018,4,26,TRANSFER,2500.0,C1847521348
19609,1196428',2018-04-26,CHQ DEP/898318/OWDEL1/SBI,0.0,2500.0,,2018,4,26,TRANSFER,2500.0,C657255537
19610,1196428',2018-04-26,CHQ DEP/562708/OWDEL1/SBI,0.0,2500.0,,2018,4,26,TRANSFER,2500.0,C31789747
19611,1196428',2018-04-26,CHQ DEP/265907/OWDEL1/SBI,0.0,2500.0,,2018,4,26,CHECK_CASHING,2500.0,C365212068
19612,1196428',2018-04-26,CHQ DEP/265905/OWDEL1/SBI,0.0,2500.0,,2018,4,26,CHECK_CASHING,2500.0,C1645903235
19613,1196428',2018-04-26,CHQ DEP/664910/OWDEL1/SBI,0.0,2500.0,,2018,4,26,CHECK_CASHING,2500.0,C8290162
19614,1196428',2018-04-26,CHQ DEP/89325/OWDEL1/SBIN,0.0,2500.0,,2018,4,26,TRANSFER,2500.0,C2112142735
19615,1196428',2018-04-26,CHQ DEP/89313/OWDEL1/SBIN,0.0,2500.0,,2018,4,26,CASH_IN,2500.0,C1147977782
19616,1196428',2018-04-26,CHQ DEP/89341/OWDEL1/SBIN,0.0,2500.0,,2018,4,26,TRANSFER,2500.0,C1965592391
19617,1196428',2018-04-26,CHQ DEP/89012/OWDEL1/SBIN,0.0,25000.0,,2018,4,26,CHECK_CASHING,25000.0,C1153596299
19618,1196428',2018-04-26,CHQ DEP/1834/OWDEL1/SCBL/,0.0,50000.0,,2018,4,26,TRANSFER,50000.0,C2006081398
19619,1196428',2018-04-26,INTEX TECHNOLOGIES INDIA,1000000.0,0.0,,2018,4,26,CHECK_WITHDRAWAL,1000000.0,C1090263069
19620,1196428',2018-04-26,NEFT/20513041511DC/ARTHAS,0.0,44655.0,,2018,4,26,CHECK_CASHING,44655.0,C121523915
19621,1196428',2018-04-26,FDRL/INTERNAL FUND TRANSFE,500000.0,0.0,,2018,4,26,PAYEMENT,500000.0,C8733802
19622,1196428',2018-04-26,FDRL/INTERNAL FUND TRANSFE,2000000.0,0.0,,2018,4,26,CASH_OUT,2000000.0,C189963646
19623,1196428',2018-04-26,FDRL/INTERNAL FUND TRANSFE,500000.0,0.0,,2018,4,26,DEBIT,500000.0,C40075281
19624,1196428',2018-04-26,FDRL/INTERNAL FUND TRANSFE,500000.0,0.0,,2018,4,26,CHECK_WITHDRAWAL,500000.0,C1220897602
19625,1196428',2018-04-26,TRF FROM  Indiaforensic SERVICES,0.0,12200000.0,,2018,4,26,CASH_IN,12200000.0,C68113386
19626,1196428',2018-04-26,TRF FROM  Indiaforensic SERVICES,0.0,15000000.0,,2018,4,26,CASH_IN,15000000.0,C683605346
19627,1196428',2018-04-26,FDRL/REAL TIME GROSS SETTL,15000000.0,0.0,,2018,4,26,CASH_OUT,15000000.0,C1085479446
19628,1196428',2018-04-26,FDRL/REAL TIME GROSS SETTL,2000000.0,0.0,,2018,4,26,DEBIT,2000000.0,C1246134024
19629,1196428',2018-04-26,FDRL/REAL TIME GROSS SETTL,2000000.0,0.0,,2018,4,26,PAYEMENT,2000000.0,C875830058
19630,1196428',2018-04-26,FDRL/REAL TIME GROSS SETTL,2000000.0,0.0,,2018,4,26,CHECK_WITHDRAWAL,2000000.0,C347725669
19631,1196428',2018-04-26,FDRL/REAL TIME GROSS SETTL,2000000.0,0.0,,2018,4,26,CHECK_WITHDRAWAL,2000000.0,C1474411656
19632,1196428',2018-04-26,FDRL/REAL TIME GROSS SETTL,2000000.0,0.0,,2018,4,26,DEBIT,2000000.0,C771303504
19633,1196428',2018-04-26,RTGS/HDFCH18116684946/GIL,0.0,201000.0,,2018,4,26,TRANSFER,201000.0,C2083562754
19634,1196428',2018-04-26,TRF FROM  Indiaforensic ONLINE S,0.0,54846.0,,2018,4,26,CHECK_CASHING,54846.0,C611621587
19635,1196428',2018-04-26,NEFT/P18042696523747/KADU,0.0,100000.0,,2018,4,26,CASH_IN,100000.0,C1887692104
19636,1196428',2018-04-26,NEFT/N116180527220176/PAY,0.0,301038.36,,2018,4,26,CHECK_CASHING,301038.36,C761069599
19637,1196428',2018-04-26,NEFT/PUNBH18116343791/PUN,0.0,100000.0,,2018,4,26,CASH_IN,100000.0,C1219273867
19638,1196428',2018-04-26,NEFT/N116180527229056/PAY,0.0,3317360.69,,2018,4,26,TRANSFER,3317360.69,C175291188
19639,1196428',2018-04-26,NEFT/N116180527250353/ASH,0.0,109999.0,,2018,4,26,CHECK_CASHING,109999.0,C1332701679
19640,1196428',2018-04-26,CHQ DEPOSIT RETURN/89012/,25000.0,0.0,,2018,4,26,CHECK_WITHDRAWAL,25000.0,M842696460
19641,1196428',2018-04-26,TRF TO  Indiaforensic SERVICES I,500000.0,0.0,,2018,4,26,CHECK_WITHDRAWAL,500000.0,C3743274
19642,1196428',2018-04-26,TRF FROM  Indiaforensic SERVICES,0.0,5900000.0,,2018,4,26,TRANSFER,5900000.0,C470217116
19643,1196428',2018-04-26,FDRL/INTERNAL FUND TRANSFE,5000000.0,0.0,,2018,4,26,PAYEMENT,5000000.0,C1211297851
19644,1196428',2018-04-26,FDRL/INTERNAL FUND TRANSFE,5000000.0,0.0,,2018,4,26,PAYEMENT,5000000.0,C1760872167
19645,1196428',2018-04-26,FDRL/INTERNAL FUND TRANSFE,500000.0,0.0,,2018,4,26,CHECK_WITHDRAWAL,500000.0,C587433505
19646,1196428',2018-04-26,FDRL/INTERNAL FUND TRANSFE,500000.0,0.0,,2018,4,26,PAYEMENT,500000.0,C265108079
19647,1196428',2018-04-27,FDRL/INTERNAL FUND TRANSFE,500000.0,0.0,,2018,4,27,PAYEMENT,500000.0,C224342296
19648,1196428',2018-04-27,FDRL/INTERNAL FUND TRANSFE,500000.0,0.0,,2018,4,27,PAYEMENT,500000.0,C599968109
19649,1196428',2018-04-27,NEFT/IOBAN18117455343/NAR,0.0,20000.0,,2018,4,27,CASH_IN,20000.0,C580735116
19650,1196428',2018-04-27,NEFT/N117180527611498/TEC,0.0,300000.0,,2018,4,27,CASH_IN,300000.0,C1738994372
19651,1196428',2018-04-27,NEFT/BARBV18117581203/SAN,0.0,50000.0,,2018,4,27,TRANSFER,50000.0,C1394526584
19652,1196428',2018-04-27,NEFT/BARBV18117581388/SAN,0.0,9000.0,,2018,4,27,CHECK_CASHING,9000.0,C849038219
19653,1196428',2018-04-27,RTGS/HDFCH18117815015/PAY,0.0,1520000.0,,2018,4,27,TRANSFER,1520000.0,C194746285
19654,1196428',2018-04-27,RTGS/HDFCH18117815005/PAY,0.0,2240000.0,,2018,4,27,CASH_IN,2240000.0,C1940189108
19655,1196428',2018-04-27,FDRL/NATIONAL ELECTRONIC F,126690.0,0.0,,2018,4,27,CASH_OUT,126690.0,C471293240
19656,1196428',2018-04-27,FDRL/NATIONAL ELECTRONIC F,253500.0,0.0,,2018,4,27,DEBIT,253500.0,C569022831
19657,1196428',2018-04-27,FDRL/NATIONAL ELECTRONIC F,389660.0,0.0,,2018,4,27,CASH_OUT,389660.0,C66893623
19658,1196428',2018-04-27,FDRL/INTERNAL FUND TRANSFE,500000.0,0.0,,2018,4,27,CASH_OUT,500000.0,C1880332929
19659,1196428',2018-04-27,FDRL/INTERNAL FUND TRANSFE,500000.0,0.0,,2018,4,27,CASH_OUT,500000.0,C1842297286
19660,1196428',2018-04-27,FDRL/INTERNAL FUND TRANSFE,500000.0,0.0,,2018,4,27,CASH_OUT,500000.0,C2011904058
19661,1196428',2018-04-27,PROCESSING_FEE_ODGEN,1200000.0,0.0,,2018,4,27,DEBIT,1200000.0,C2036926986
19662,1196428',2018-04-27,GOODS AND SERVICES TAX,216000.0,0.0,,2018,4,27,DEBIT,216000.0,C1757877803
19663,1196428',2018-04-27,FDRL/INTERNAL FUND TRANSFE,500000.0,0.0,,2018,4,27,DEBIT,500000.0,C1058634310
19664,1196428',2018-04-27,CASHDEP/CHITTORGAR/,0.0,40000.0,,2018,4,27,CASH_IN,40000.0,C1426908073
19665,1196428',2018-04-27,NEFT/000036886426/ACCOUNT,0.0,126690.0,,2018,4,27,TRANSFER,126690.0,C1023714065
19666,1196428',2018-04-27,NEFT/000036886432/ACCOUNT,0.0,253500.0,,2018,4,27,CASH_IN,253500.0,C1924874046
